customer_id,country,industry,signup_date,lifecycle_stage,initial_risk_score,initial_risk_class,is_bad_actor,daily_tx_rate
CUST_011933,DK,health_wellness,2024-12-03,established,23,low,False,4.86
CUST_011934,FR,health_wellness,2024-01-31,mature,24,low,False,0.1
CUST_011935,FR,health_wellness,2025-06-03,new,25,low,False,0.13
CUST_011936,DE,restaurants_food,2024-11-12,established,31,medium,False,1.89
CUST_011937,FR,retail_physical,2025-01-30,growing,45,medium,False,2.69
CUST_011938,FR,travel_hospitality,2025-01-15,growing,27,low,False,2.47
CUST_011939,NL,logistics,2024-06-08,mature,47,medium,False,3.92
CUST_011940,PT,travel_hospitality,2024-08-23,established,38,medium,False,2.66
CUST_011941,AT,tech_software,2025-01-06,growing,22,low,False,1.92
CUST_011942,FR,logistics,2024-05-06,mature,26,low,False,10.85
CUST_011943,FR,tech_software,2024-05-23,mature,41,medium,False,7.55
CUST_011944,NL,creative_media,2024-09-24,established,40,medium,False,5.27
CUST_011945,NL,professional_services,2025-01-11,growing,21,low,False,1.16
CUST_011946,IE,beauty_personal_care,2024-05-04,mature,39,medium,False,5.31
CUST_011947,FR,retail_online,2024-09-05,established,33,medium,False,6.42
CUST_011948,ES,retail_online,2025-02-02,growing,2,low,False,1.97
CUST_011949,DE,wholesale_b2b,2024-08-15,established,63,high,False,7.44
CUST_011950,ES,restaurants_food,2024-08-25,established,10,low,False,1.62
CUST_011951,FR,restaurants_food,2024-09-21,established,14,low,False,4.92
CUST_011952,DK,health_wellness,2025-01-13,growing,4,low,False,2.04
CUST_011953,NL,professional_services,2024-11-05,established,29,low,False,4.88
CUST_011954,NL,travel_hospitality,2025-04-08,growing,6,low,False,0.64
CUST_011955,FR,health_wellness,2024-05-29,mature,36,medium,False,6.07
CUST_011956,FR,beauty_personal_care,2024-10-05,established,58,medium,False,6.44
CUST_011957,IE,construction_trades,2024-06-10,mature,40,medium,False,8.52
CUST_011958,IT,retail_physical,2024-08-11,established,21,low,False,1.5
CUST_011959,FR,travel_hospitality,2025-03-02,growing,0,low,False,1.03
CUST_011960,IE,wholesale_b2b,2024-10-14,established,31,medium,False,7.06
CUST_011961,IT,wholesale_b2b,2025-03-15,growing,8,low,False,1.16
CUST_011962,NL,tech_software,2024-10-03,established,26,low,False,6.12
CUST_011963,AT,restaurants_food,2024-12-17,established,30,medium,False,7.57
CUST_011964,DE,professional_services,2024-10-13,established,16,low,False,6.84
CUST_011965,BE,travel_hospitality,2024-11-26,established,25,low,False,2.54
CUST_011966,PL,beauty_personal_care,2025-02-11,growing,20,low,False,2.11
CUST_011967,FR,creative_media,2024-10-24,established,0,low,False,4.8
CUST_011968,ES,construction_trades,2024-10-17,established,25,low,False,4.8
CUST_011969,PT,construction_trades,2024-07-13,established,24,low,False,4.5
CUST_011970,BE,professional_services,2024-06-01,mature,15,low,False,9.08
CUST_011971,FR,creative_media,2024-08-23,established,43,medium,False,3.43
CUST_011972,DE,creative_media,2025-02-18,growing,14,low,False,1.19
CUST_011973,BE,logistics,2024-10-24,established,24,low,False,4.62
CUST_011974,PT,wholesale_b2b,2024-12-07,established,23,low,False,9.08
CUST_011975,NL,professional_services,2024-04-21,mature,26,low,False,5.92
CUST_011976,BE,professional_services,2024-09-14,established,33,medium,False,7.69
CUST_011977,AT,wholesale_b2b,2025-01-21,growing,17,low,False,2.88
CUST_011978,AT,retail_physical,2025-06-14,new,8,low,False,0.61
CUST_011979,PL,creative_media,2024-09-21,established,39,medium,False,6.08
CUST_011980,DE,travel_hospitality,2024-10-19,established,0,low,False,1.94
CUST_011981,FR,travel_hospitality,2024-12-21,established,25,low,False,1.26
CUST_011982,DE,logistics,2024-09-26,established,29,low,False,3.21
CUST_011983,NL,logistics,2024-06-30,mature,7,low,False,4.25
CUST_011984,PT,beauty_personal_care,2024-12-26,established,56,medium,False,6.68
CUST_011985,PT,logistics,2025-01-29,growing,19,low,False,1.82
CUST_011986,BE,professional_services,2024-12-27,established,17,low,False,10.82
CUST_011987,FR,logistics,2024-08-23,established,27,low,False,7.74
CUST_011988,FR,retail_physical,2024-06-16,mature,33,medium,False,8.53
CUST_011989,NL,logistics,2024-07-18,established,22,low,False,0.1
CUST_011990,NL,retail_online,2024-10-06,established,6,low,False,3.81
CUST_011991,NL,retail_online,2024-03-25,mature,11,low,False,6.72
CUST_011992,DE,logistics,2025-02-02,growing,5,low,False,3.71
CUST_011993,PT,wholesale_b2b,2025-01-25,growing,35,medium,False,2.39
CUST_011994,DE,professional_services,2025-01-24,growing,55,medium,False,2.24
CUST_011995,ES,construction_trades,2024-09-12,established,36,medium,False,3.48
CUST_011996,IT,professional_services,2024-11-25,established,22,low,False,7.7
CUST_011997,ES,travel_hospitality,2024-03-30,mature,39,medium,False,5.68
CUST_011998,FR,tech_software,2024-11-26,established,22,low,False,7.86
CUST_011999,DE,travel_hospitality,2024-07-16,established,12,low,False,3.57
CUST_012000,DE,tech_software,2025-02-12,growing,16,low,False,2.13
CUST_012001,NL,health_wellness,2024-12-23,established,4,low,False,1.67
CUST_012002,PT,creative_media,2024-07-05,established,30,medium,False,8.58
CUST_012003,AT,restaurants_food,2024-10-17,established,15,low,False,4.66
CUST_012004,ES,retail_physical,2024-05-28,mature,19,low,False,9.58
CUST_012005,IE,travel_hospitality,2024-06-12,mature,48,medium,False,9.45
CUST_012006,ES,retail_online,2025-02-16,growing,38,medium,False,3.57
CUST_012007,FR,restaurants_food,2024-08-28,established,0,low,False,5.9
CUST_012008,NL,restaurants_food,2025-02-23,growing,35,medium,False,2.14
CUST_012009,DE,beauty_personal_care,2024-09-05,established,50,medium,False,5.53
CUST_012010,DE,beauty_personal_care,2024-07-31,established,32,medium,False,0.6
CUST_012011,DE,beauty_personal_care,2024-10-13,established,22,low,False,1.19
CUST_012012,FR,retail_online,2024-11-30,established,23,low,False,3.03
CUST_012013,ES,travel_hospitality,2024-10-27,established,23,low,False,4.92
CUST_012014,BE,logistics,2024-04-21,mature,23,low,False,2.98
CUST_012015,AT,tech_software,2025-01-29,growing,20,low,False,1.46
CUST_012016,AT,retail_online,2025-01-22,growing,0,low,False,3.57
CUST_012017,IT,retail_online,2024-04-29,mature,30,medium,False,3.01
CUST_012018,ES,creative_media,2024-11-13,established,63,high,False,5.26
CUST_012019,BE,retail_online,2025-02-21,growing,18,low,False,2.32
CUST_012020,AT,retail_physical,2025-04-04,growing,30,medium,False,1.17
CUST_012021,IT,construction_trades,2024-12-06,established,44,medium,False,5.21
CUST_012022,IE,professional_services,2024-09-27,established,37,medium,False,4.71
CUST_012023,NL,logistics,2025-01-09,growing,40,medium,False,2.13
CUST_012024,ES,health_wellness,2025-03-10,growing,32,medium,False,2.49
CUST_012025,PT,construction_trades,2024-07-28,established,31,medium,False,4.93
CUST_012026,DE,construction_trades,2025-02-22,growing,42,medium,False,3.41
CUST_012027,IT,creative_media,2025-01-22,growing,53,medium,False,3.58
CUST_012028,IT,wholesale_b2b,2024-09-04,established,0,low,False,7.77
CUST_012029,ES,professional_services,2024-08-04,established,35,medium,False,1.52
CUST_012030,ES,professional_services,2024-05-27,mature,18,low,False,0.75
CUST_012031,SE,creative_media,2024-12-03,established,25,low,False,6.18
CUST_012032,AT,tech_software,2024-05-14,mature,24,low,False,3.21
CUST_012033,DE,construction_trades,2024-03-06,mature,38,medium,False,8.95
CUST_012034,NL,creative_media,2024-11-27,established,3,low,False,4.49
CUST_012035,FR,travel_hospitality,2024-04-14,mature,37,medium,False,2.9
CUST_012036,DK,logistics,2024-07-17,established,33,medium,False,4.1
CUST_012037,PT,restaurants_food,2025-01-25,growing,35,medium,False,2.06
CUST_012038,ES,travel_hospitality,2025-01-22,growing,15,low,False,1.77
CUST_012039,ES,creative_media,2025-03-30,growing,44,medium,False,0.57
CUST_012040,NL,health_wellness,2024-05-03,mature,43,medium,False,6.77
CUST_012041,ES,restaurants_food,2024-02-06,mature,14,low,False,10.57
CUST_012042,FR,travel_hospitality,2024-04-18,mature,43,medium,False,7.12
CUST_012043,IT,restaurants_food,2024-11-26,established,36,medium,False,8.09
CUST_012044,DE,tech_software,2024-10-25,established,7,low,False,4.64
CUST_012045,DE,restaurants_food,2024-04-23,mature,19,low,False,7.26
CUST_012046,NL,retail_physical,2024-09-24,established,42,medium,False,3.12
CUST_012047,ES,tech_software,2025-01-20,growing,17,low,False,3.39
CUST_012048,DE,wholesale_b2b,2025-02-13,growing,37,medium,False,2.27
CUST_012049,ES,logistics,2025-02-08,growing,15,low,False,1.47
CUST_012050,ES,health_wellness,2025-01-26,growing,0,low,False,3.31
CUST_012051,IE,creative_media,2025-02-26,growing,34,medium,False,1.11
CUST_012052,PT,tech_software,2025-01-30,growing,31,medium,False,2.04
CUST_012053,AT,professional_services,2024-05-23,mature,2,low,False,10.71
CUST_012054,PT,restaurants_food,2024-05-23,mature,32,medium,False,4.64
CUST_012055,PL,beauty_personal_care,2024-08-02,established,17,low,False,10.35
CUST_012056,PL,creative_media,2024-10-05,established,17,low,False,6.73
CUST_012057,ES,retail_physical,2025-01-25,growing,30,medium,False,0.65
CUST_012058,ES,creative_media,2025-04-09,growing,46,medium,False,1.47
CUST_012059,IE,restaurants_food,2024-08-26,established,24,low,False,4.05
CUST_012060,NL,retail_physical,2024-06-18,mature,33,medium,False,0.1
CUST_012061,BE,health_wellness,2024-02-16,mature,35,medium,False,7.64
CUST_012062,NL,restaurants_food,2025-01-12,growing,34,medium,False,2.52
CUST_012063,NL,retail_physical,2024-10-22,established,29,low,False,7.35
CUST_012064,DE,retail_online,2025-03-01,growing,41,medium,False,2.51
CUST_012065,NL,retail_online,2024-07-27,established,14,low,False,7.35
CUST_012066,IT,professional_services,2025-03-26,growing,36,medium,False,1.91
CUST_012067,FR,retail_online,2025-03-16,growing,14,low,False,2.89
CUST_012068,NL,creative_media,2024-07-08,established,50,medium,False,6.35
CUST_012069,FR,health_wellness,2024-12-17,established,41,medium,False,3.42
CUST_012070,ES,health_wellness,2024-07-23,established,31,medium,False,4.67
CUST_012071,NL,retail_online,2024-07-02,established,47,medium,False,4.03
CUST_012072,PT,wholesale_b2b,2024-06-16,mature,33,medium,True,12.63
CUST_012073,FR,creative_media,2024-09-09,established,50,medium,False,6.4
CUST_012074,IT,professional_services,2025-06-15,new,36,medium,False,0.79
CUST_012075,BE,construction_trades,2025-03-08,growing,40,medium,True,3.74
CUST_012076,SE,tech_software,2025-06-21,new,2,low,False,0.58
CUST_012077,IE,construction_trades,2024-07-01,established,3,low,False,4.75
CUST_012078,FR,travel_hospitality,2024-09-25,established,0,low,False,3.84
CUST_012079,PT,health_wellness,2024-05-28,mature,39,medium,False,7.59
CUST_012080,BE,logistics,2024-08-02,established,47,medium,False,7.2
CUST_012081,DE,creative_media,2025-03-08,growing,4,low,False,4.26
CUST_012082,DE,construction_trades,2024-04-25,mature,36,medium,False,8.96
CUST_012083,ES,retail_online,2025-01-20,growing,45,medium,False,1.66
CUST_012084,ES,beauty_personal_care,2024-08-09,established,15,low,False,4.97
CUST_012085,DE,creative_media,2024-05-19,mature,22,low,False,3.49
CUST_012086,ES,professional_services,2024-05-18,mature,21,low,False,12.76
CUST_012087,ES,retail_online,2025-05-03,growing,23,low,False,3.06
CUST_012088,PT,retail_physical,2024-12-02,established,15,low,False,3.75
CUST_012089,FR,retail_physical,2024-06-14,mature,10,low,False,4.3
CUST_012090,NL,professional_services,2024-07-05,established,46,medium,False,5.17
CUST_012091,IT,retail_physical,2024-04-21,mature,34,medium,False,2.37
CUST_012092,IE,beauty_personal_care,2025-01-29,growing,29,low,False,1.51
CUST_012093,DK,retail_physical,2024-09-07,established,24,low,False,5.79
CUST_012094,NL,construction_trades,2025-01-08,growing,12,low,False,2.14
CUST_012095,DE,construction_trades,2024-08-30,established,26,low,False,5.44
CUST_012096,DE,tech_software,2024-10-20,established,15,low,False,4.59
CUST_012097,NL,creative_media,2025-02-18,growing,21,low,False,0.1
CUST_012098,IE,travel_hospitality,2024-08-22,established,32,medium,False,4.1
CUST_012099,PL,wholesale_b2b,2024-11-01,established,31,medium,False,4.21
CUST_012100,NL,logistics,2024-11-10,established,25,low,False,3.3
CUST_012101,DE,construction_trades,2024-07-31,established,34,medium,False,2.79
CUST_012102,IT,health_wellness,2024-04-18,mature,16,low,False,1.87
CUST_012103,ES,health_wellness,2025-02-08,growing,38,medium,False,3.25
CUST_012104,IT,retail_online,2025-02-07,growing,44,medium,False,2.46
CUST_012105,NL,restaurants_food,2024-10-29,established,30,medium,False,5.17
CUST_012106,NL,retail_online,2024-08-15,established,39,medium,False,2.77
CUST_012107,PT,professional_services,2024-10-18,established,10,low,False,4.36
CUST_012108,IT,logistics,2024-01-26,mature,57,medium,False,7.93
CUST_012109,ES,retail_online,2024-12-01,established,15,low,False,5.31
CUST_012110,NL,travel_hospitality,2024-10-30,established,29,low,False,4.79
CUST_012111,FR,tech_software,2024-09-23,established,38,medium,False,3.3
CUST_012112,PL,retail_physical,2024-12-18,established,3,low,False,7.3
CUST_012113,ES,construction_trades,2025-05-11,growing,35,medium,False,0.46
CUST_012114,DE,beauty_personal_care,2025-01-27,growing,24,low,False,2.54
CUST_012115,AT,logistics,2024-11-28,established,9,low,False,4.4
CUST_012116,DE,health_wellness,2024-11-12,established,37,medium,False,4.38
CUST_012117,FR,restaurants_food,2024-10-24,established,0,low,False,7.27
CUST_012118,SE,retail_physical,2024-09-04,established,38,medium,False,8.29
CUST_012119,FR,construction_trades,2025-05-30,growing,30,medium,False,1.77
CUST_012120,PL,retail_physical,2024-11-10,established,21,low,False,4.45
CUST_012121,DE,travel_hospitality,2025-04-25,growing,11,low,False,1.84
CUST_012122,ES,creative_media,2024-04-16,mature,19,low,False,10.23
CUST_012123,DK,logistics,2025-03-03,growing,38,medium,False,4.04
CUST_012124,NL,wholesale_b2b,2024-06-29,mature,18,low,False,7.48
CUST_012125,IT,retail_online,2025-03-19,growing,18,low,False,2.81
CUST_012126,FR,creative_media,2025-03-24,growing,33,medium,False,1.29
CUST_012127,FR,construction_trades,2024-06-30,mature,35,medium,False,6.92
CUST_012128,DE,logistics,2024-10-26,established,24,low,False,6.82
CUST_012129,PT,creative_media,2024-05-24,mature,37,medium,False,10.5
CUST_012130,NL,travel_hospitality,2024-10-12,established,36,medium,False,9.03
CUST_012131,NL,health_wellness,2024-05-10,mature,39,medium,False,2.63
CUST_012132,FR,tech_software,2024-09-05,established,37,medium,False,7.37
CUST_012133,PT,construction_trades,2024-02-11,mature,31,medium,False,4.52
CUST_012134,FR,professional_services,2024-08-26,established,13,low,False,4.32
CUST_012135,FR,construction_trades,2024-07-14,established,15,low,False,2.16
CUST_012136,FR,tech_software,2025-05-02,growing,0,low,False,3.64
CUST_012137,NL,travel_hospitality,2024-08-28,established,46,medium,False,6.88
CUST_012138,BE,beauty_personal_care,2024-08-23,established,4,low,False,0.57
CUST_012139,IT,wholesale_b2b,2024-06-30,mature,28,low,False,3.46
CUST_012140,FR,construction_trades,2025-04-11,growing,16,low,False,1.67
CUST_012141,DE,retail_physical,2024-10-10,established,1,low,False,6.11
CUST_012142,ES,wholesale_b2b,2024-11-20,established,25,low,False,4.04
CUST_012143,DE,creative_media,2024-10-15,established,37,medium,False,6.99
CUST_012144,ES,tech_software,2025-02-26,growing,8,low,False,2.02
CUST_012145,DE,retail_online,2025-04-12,growing,14,low,False,0.37
CUST_012146,NL,creative_media,2024-11-24,established,38,medium,False,6.0
CUST_012147,ES,construction_trades,2024-09-02,established,24,low,False,3.22
CUST_012148,NL,retail_physical,2024-09-21,established,42,medium,False,2.57
CUST_012149,SE,retail_physical,2025-01-03,growing,33,medium,False,2.19
CUST_012150,IT,travel_hospitality,2024-07-31,established,4,low,False,3.26
CUST_012151,BE,retail_physical,2024-12-07,established,45,medium,False,7.15
CUST_012152,AT,health_wellness,2024-07-28,established,25,low,False,5.57
CUST_012153,FR,tech_software,2024-12-13,established,24,low,False,6.91
CUST_012154,IT,retail_online,2024-05-14,mature,0,low,False,7.28
CUST_012155,NL,travel_hospitality,2025-04-04,growing,39,medium,False,1.39
CUST_012156,IT,professional_services,2024-09-17,established,5,low,False,2.27
CUST_012157,PT,health_wellness,2025-01-03,growing,52,medium,False,0.97
CUST_012158,AT,professional_services,2024-09-27,established,7,low,False,5.75
CUST_012159,ES,travel_hospitality,2024-08-24,established,21,low,False,5.25
CUST_012160,ES,health_wellness,2024-10-18,established,30,medium,False,6.32
CUST_012161,AT,retail_online,2024-08-17,established,0,low,False,4.65
CUST_012162,IT,logistics,2024-03-10,mature,25,low,False,12.48
CUST_012163,NL,creative_media,2024-11-18,established,23,low,False,3.74
CUST_012164,FR,health_wellness,2024-10-30,established,25,low,False,2.72
CUST_012165,IT,restaurants_food,2024-08-24,established,14,low,False,6.99
CUST_012166,ES,construction_trades,2024-09-18,established,18,low,False,6.58
CUST_012167,NL,retail_online,2024-12-12,established,13,low,False,5.13
CUST_012168,NL,logistics,2024-10-25,established,13,low,False,1.54
CUST_012169,ES,restaurants_food,2024-12-18,established,16,low,False,3.22
CUST_012170,DE,beauty_personal_care,2024-05-27,mature,35,medium,False,2.86
CUST_012171,IE,professional_services,2024-12-03,established,14,low,False,4.81
CUST_012172,FR,tech_software,2025-01-30,growing,7,low,False,1.91
CUST_012173,IT,health_wellness,2024-12-05,established,41,medium,False,6.4
CUST_012174,PT,professional_services,2024-07-24,established,9,low,False,4.72
CUST_012175,FR,professional_services,2024-11-29,established,23,low,False,5.53
CUST_012176,NL,restaurants_food,2024-09-02,established,31,medium,False,6.27
CUST_012177,NL,travel_hospitality,2025-01-20,growing,31,medium,False,2.96
CUST_012178,FR,professional_services,2024-11-25,established,39,medium,False,6.22
CUST_012179,FR,restaurants_food,2024-03-20,mature,9,low,False,8.6
CUST_012180,DE,beauty_personal_care,2025-02-21,growing,47,medium,False,2.51
CUST_012181,BE,tech_software,2025-01-14,growing,30,medium,True,3.67
CUST_012182,NL,creative_media,2024-10-11,established,54,medium,False,2.73
CUST_012183,FR,retail_physical,2024-05-22,mature,17,low,False,10.93
CUST_012184,FR,health_wellness,2024-12-24,established,22,low,False,4.38
CUST_012185,NL,wholesale_b2b,2024-01-24,mature,2,low,False,6.37
CUST_012186,DE,logistics,2025-02-27,growing,46,medium,False,1.14
CUST_012187,PL,restaurants_food,2024-08-03,established,15,low,False,5.43
CUST_012188,IE,wholesale_b2b,2024-02-03,mature,19,low,False,9.11
CUST_012189,DE,retail_physical,2024-11-19,established,1,low,False,3.86
CUST_012190,FR,retail_online,2025-03-01,growing,0,low,False,3.04
CUST_012191,NL,retail_physical,2025-03-06,growing,38,medium,False,2.21
CUST_012192,ES,professional_services,2024-07-01,established,32,medium,False,4.33
CUST_012193,DE,retail_physical,2024-09-27,established,57,medium,False,9.01
CUST_012194,ES,logistics,2025-03-16,growing,4,low,False,1.54
CUST_012195,DE,retail_physical,2024-08-14,established,33,medium,False,1.53
CUST_012196,FR,restaurants_food,2024-12-12,established,23,low,False,5.15
CUST_012197,IT,restaurants_food,2024-08-20,established,35,medium,False,0.42
CUST_012198,ES,health_wellness,2025-04-13,growing,0,low,False,1.59
CUST_012199,NL,creative_media,2024-05-03,mature,10,low,False,9.96
CUST_012200,NL,logistics,2024-09-07,established,31,medium,False,1.72
CUST_012201,IT,construction_trades,2025-05-16,growing,41,medium,False,1.3
CUST_012202,AT,retail_physical,2024-10-13,established,74,high,False,3.85
CUST_012203,IT,professional_services,2024-11-27,established,37,medium,False,3.01
CUST_012204,DE,logistics,2025-03-03,growing,13,low,False,1.54
CUST_012205,NL,retail_online,2024-07-10,established,21,low,False,5.55
CUST_012206,SE,retail_physical,2024-05-25,mature,39,medium,False,0.1
CUST_012207,NL,construction_trades,2025-02-15,growing,30,medium,False,0.72
CUST_012208,DE,professional_services,2024-11-02,established,36,medium,False,9.76
CUST_012209,ES,professional_services,2025-01-23,growing,17,low,False,0.56
CUST_012210,DE,professional_services,2024-10-22,established,26,low,False,3.86
CUST_012211,FR,restaurants_food,2025-01-28,growing,12,low,False,1.69
CUST_012212,PL,retail_physical,2025-02-27,growing,25,low,False,2.12
CUST_012213,PT,health_wellness,2024-08-09,established,36,medium,False,4.96
CUST_012214,IT,creative_media,2025-01-09,growing,20,low,False,1.56
CUST_012215,AT,retail_online,2024-10-06,established,35,medium,False,4.89
CUST_012216,ES,retail_physical,2024-08-21,established,19,low,False,4.43
CUST_012217,PT,restaurants_food,2024-01-04,mature,48,medium,False,12.07
CUST_012218,NL,travel_hospitality,2025-01-08,growing,54,medium,False,2.91
CUST_012219,BE,beauty_personal_care,2024-04-28,mature,26,low,False,5.48
CUST_012220,PL,logistics,2025-02-02,growing,16,low,False,3.07
CUST_012221,IT,wholesale_b2b,2024-07-18,established,10,low,False,8.12
CUST_012222,IE,wholesale_b2b,2024-11-19,established,0,low,False,1.59
CUST_012223,NL,restaurants_food,2024-07-11,established,16,low,False,0.3
CUST_012224,AT,creative_media,2025-02-05,growing,39,medium,False,3.65
CUST_012225,DE,creative_media,2024-05-16,mature,4,low,False,3.23
CUST_012226,FR,restaurants_food,2024-10-08,established,57,medium,False,0.7
CUST_012227,PL,retail_online,2024-11-07,established,18,low,False,1.28
CUST_012228,DE,wholesale_b2b,2024-11-02,established,26,low,False,4.3
CUST_012229,IT,travel_hospitality,2025-02-04,growing,23,low,False,1.88
CUST_012230,AT,logistics,2025-04-18,growing,39,medium,False,1.72
CUST_012231,FR,retail_physical,2024-10-23,established,7,low,False,4.76
CUST_012232,BE,restaurants_food,2024-11-17,established,35,medium,False,4.37
CUST_012233,BE,health_wellness,2024-08-16,established,40,medium,True,6.38
CUST_012234,NL,travel_hospitality,2024-11-28,established,28,low,False,7.33
CUST_012235,NL,retail_online,2024-11-19,established,39,medium,False,7.07
CUST_012236,DE,health_wellness,2024-08-08,established,20,low,False,6.6
CUST_012237,IT,beauty_personal_care,2024-03-30,mature,13,low,False,7.16
CUST_012238,BE,tech_software,2024-08-08,established,59,medium,False,1.83
CUST_012239,DE,health_wellness,2025-02-16,growing,40,medium,False,2.45
CUST_012240,ES,logistics,2024-07-22,established,66,high,False,6.53
CUST_012241,DE,wholesale_b2b,2024-11-17,established,6,low,False,0.34
CUST_012242,DE,travel_hospitality,2025-01-10,growing,37,medium,False,1.2
CUST_012243,PT,tech_software,2024-12-16,established,36,medium,False,6.69
CUST_012244,ES,tech_software,2024-12-17,established,19,low,False,11.4
CUST_012245,NL,travel_hospitality,2024-10-05,established,44,medium,False,4.35
CUST_012246,IT,professional_services,2025-04-05,growing,20,low,False,0.14
CUST_012247,IT,wholesale_b2b,2024-08-20,established,33,medium,False,4.29
CUST_012248,IE,tech_software,2024-09-26,established,16,low,False,1.69
CUST_012249,ES,tech_software,2024-10-22,established,38,medium,False,0.1
CUST_012250,IE,construction_trades,2025-02-25,growing,18,low,False,2.96
CUST_012251,IE,creative_media,2024-05-29,mature,32,medium,False,1.82
CUST_012252,DE,beauty_personal_care,2024-09-25,established,0,low,False,9.99
CUST_012253,ES,travel_hospitality,2024-10-12,established,0,low,False,3.12
CUST_012254,BE,wholesale_b2b,2024-08-22,established,18,low,False,5.59
CUST_012255,ES,creative_media,2024-12-16,established,21,low,False,2.82
CUST_012256,BE,restaurants_food,2025-01-27,growing,28,low,False,1.34
CUST_012257,ES,beauty_personal_care,2025-01-12,growing,7,low,False,2.43
CUST_012258,FR,retail_physical,2024-10-19,established,20,low,False,0.75
CUST_012259,IT,restaurants_food,2024-09-15,established,46,medium,False,5.75
CUST_012260,BE,travel_hospitality,2024-10-11,established,44,medium,False,9.0
CUST_012261,BE,health_wellness,2025-03-04,growing,52,medium,False,3.16
CUST_012262,FR,logistics,2024-12-25,established,0,low,False,3.78
CUST_012263,AT,tech_software,2024-11-16,established,19,low,False,3.61
CUST_012264,DE,professional_services,2024-12-08,established,8,low,False,1.1
CUST_012265,NL,construction_trades,2024-08-08,established,13,low,False,7.52
CUST_012266,FR,travel_hospitality,2024-10-19,established,48,medium,False,5.01
CUST_012267,IT,tech_software,2025-02-06,growing,8,low,False,1.6
CUST_012268,DE,creative_media,2024-07-23,established,10,low,False,1.64
CUST_012269,NL,professional_services,2025-01-07,growing,42,medium,False,2.3
CUST_012270,ES,retail_online,2025-03-18,growing,38,medium,False,0.1
CUST_012271,DE,logistics,2024-10-19,established,23,low,False,6.24
CUST_012272,NL,travel_hospitality,2025-02-24,growing,10,low,False,2.35
CUST_012273,AT,travel_hospitality,2025-05-06,growing,21,low,False,2.25
CUST_012274,FR,wholesale_b2b,2025-03-26,growing,18,low,False,1.66
CUST_012275,NL,retail_physical,2024-10-18,established,25,low,False,2.81
CUST_012276,ES,tech_software,2024-03-10,mature,5,low,False,11.45
CUST_012277,DE,retail_online,2024-07-05,established,35,medium,False,4.27
CUST_012278,ES,logistics,2024-09-10,established,17,low,False,3.68
CUST_012279,DK,logistics,2024-08-28,established,23,low,False,4.59
CUST_012280,BE,wholesale_b2b,2025-02-16,growing,34,medium,False,2.01
CUST_012281,FR,creative_media,2025-01-30,growing,13,low,False,1.3
CUST_012282,FR,retail_physical,2024-03-28,mature,24,low,False,5.39
CUST_012283,BE,logistics,2024-07-22,established,28,low,False,3.01
CUST_012284,DK,restaurants_food,2024-07-30,established,22,low,False,2.95
CUST_012285,BE,wholesale_b2b,2024-08-26,established,34,medium,False,1.32
CUST_012286,NL,restaurants_food,2024-09-21,established,16,low,False,0.1
CUST_012287,NL,health_wellness,2024-07-17,established,13,low,False,4.41
CUST_012288,FR,restaurants_food,2024-06-22,mature,57,medium,False,4.35
CUST_012289,NL,logistics,2025-04-11,growing,29,low,False,1.36
CUST_012290,BE,logistics,2024-04-04,mature,37,medium,False,4.32
CUST_012291,FR,professional_services,2024-11-18,established,37,medium,False,5.5
CUST_012292,IT,logistics,2024-10-13,established,21,low,False,3.93
CUST_012293,IE,health_wellness,2025-01-10,growing,29,low,False,1.4
CUST_012294,ES,beauty_personal_care,2024-11-04,established,24,low,False,3.69
CUST_012295,PL,beauty_personal_care,2025-02-17,growing,44,medium,False,2.53
CUST_012296,IT,professional_services,2024-08-08,established,12,low,False,1.89
CUST_012297,BE,travel_hospitality,2025-04-17,growing,36,medium,False,3.42
CUST_012298,NL,logistics,2025-01-31,growing,23,low,False,3.22
CUST_012299,PL,travel_hospitality,2024-10-09,established,5,low,False,5.31
CUST_012300,IE,restaurants_food,2024-08-06,established,19,low,False,1.34
CUST_012301,IT,restaurants_food,2025-04-13,growing,38,medium,False,1.48
CUST_012302,IT,tech_software,2024-11-17,established,18,low,False,4.44
CUST_012303,FR,logistics,2024-11-27,established,26,low,False,3.98
CUST_012304,FR,restaurants_food,2025-01-04,growing,15,low,False,1.42
CUST_012305,NL,construction_trades,2024-05-07,mature,15,low,False,5.82
CUST_012306,NL,restaurants_food,2024-09-16,established,31,medium,False,0.97
CUST_012307,ES,construction_trades,2024-06-29,mature,6,low,False,7.53
CUST_012308,NL,health_wellness,2024-11-27,established,39,medium,False,4.81
CUST_012309,DK,tech_software,2024-09-25,established,37,medium,False,5.45
CUST_012310,BE,wholesale_b2b,2025-02-07,growing,18,low,False,3.42
CUST_012311,DE,retail_physical,2025-03-06,growing,5,low,False,2.73
CUST_012312,NL,creative_media,2024-10-19,established,30,medium,False,3.19
CUST_012313,NL,creative_media,2025-02-04,growing,20,low,False,4.26
CUST_012314,ES,health_wellness,2025-01-27,growing,21,low,False,0.85
CUST_012315,DE,logistics,2024-11-21,established,24,low,False,4.87
CUST_012316,PT,restaurants_food,2024-09-20,established,20,low,False,6.39
CUST_012317,DE,professional_services,2024-05-27,mature,0,low,False,7.24
CUST_012318,IT,retail_online,2024-11-29,established,38,medium,False,0.1
CUST_012319,FR,restaurants_food,2024-12-30,established,50,medium,False,2.06
