alert_id,customer_id,related_transaction_id,alert_date,alert_type,severity,is_true_positive,analyst_disposition
ALERT_0007045,CUST_031054,TXN_003080973,2024-11-29,sanctions_potential_match,high,False,cleared
ALERT_0007046,CUST_024477,TXN_002433726,2025-01-07,sanctions_potential_match,low,False,monitor
ALERT_0007047,CUST_024477,TXN_002433668,2024-08-08,round_amount_pattern,low,False,cleared
ALERT_0007048,CUST_024477,TXN_002433668,2024-08-08,mule_indicator,medium,False,monitor
ALERT_0007049,CUST_010887,TXN_001082205,2025-06-26,sudden_volume_spike,low,False,monitor
ALERT_0007050,CUST_033419,TXN_003308290,2025-06-16,structuring_pattern,high,False,monitor
ALERT_0007051,CUST_033419,TXN_003308288,2025-06-09,unusual_geography,high,False,cleared
ALERT_0007052,CUST_002503,TXN_000253398,2025-06-08,unusual_geography,low,False,cleared
ALERT_0007053,CUST_036122,TXN_003579909,2025-04-04,mule_indicator,low,False,monitor
ALERT_0007054,CUST_037593,TXN_003724885,2025-02-27,sanctions_potential_match,high,False,cleared
ALERT_0007055,CUST_037593,TXN_003724884,2025-03-03,round_amount_pattern,low,False,cleared
ALERT_0007056,CUST_037593,TXN_003724884,2025-03-03,round_amount_pattern,medium,False,cleared
ALERT_0007057,CUST_040081,TXN_003968986,2025-03-13,card_testing_pattern,low,False,cleared
ALERT_0007058,CUST_037116,TXN_003678070,2024-10-26,sudden_volume_spike,medium,False,cleared
ALERT_0007059,CUST_037116,TXN_003678038,2024-12-07,structuring_pattern,low,False,cleared
ALERT_0007060,CUST_039497,TXN_003912596,2025-03-26,round_amount_pattern,high,False,cleared
ALERT_0007061,CUST_033310,TXN_003298155,2025-04-01,structuring_pattern,medium,False,cleared
ALERT_0007062,CUST_008582,TXN_000858389,2025-06-12,round_amount_pattern,low,False,cleared
ALERT_0007063,CUST_006712,TXN_000669807,2025-03-08,unusual_geography,medium,False,monitor
ALERT_0007064,CUST_007657,TXN_000767143,2025-01-28,card_testing_pattern,low,False,cleared
ALERT_0007065,CUST_007657,TXN_000767149,2025-06-28,card_testing_pattern,low,False,monitor
ALERT_0007066,CUST_028043,TXN_002790715,2025-04-03,structuring_pattern,high,False,cleared
ALERT_0007067,CUST_016343,TXN_001619318,2024-10-16,structuring_pattern,high,False,cleared
ALERT_0007068,CUST_041425,TXN_004101694,2025-03-09,high_velocity_transactions,medium,False,cleared
ALERT_0007069,CUST_041425,TXN_004101686,2025-06-04,sudden_volume_spike,low,False,cleared
ALERT_0007070,CUST_002307,TXN_000232509,2025-05-21,sanctions_potential_match,medium,False,cleared
ALERT_0007071,CUST_035467,TXN_003512165,2024-08-13,high_velocity_transactions,medium,False,cleared
ALERT_0007072,CUST_035467,TXN_003512166,2024-10-24,card_testing_pattern,low,False,monitor
ALERT_0007073,CUST_045979,TXN_004552707,2024-11-19,structuring_pattern,high,False,monitor
ALERT_0007074,CUST_049170,TXN_004868982,2025-03-26,unusual_geography,medium,False,monitor
ALERT_0007075,CUST_035395,TXN_003504911,2025-04-20,mule_indicator,medium,False,cleared
ALERT_0007076,CUST_014502,TXN_001436887,2025-04-24,round_amount_pattern,medium,False,cleared
ALERT_0007077,CUST_021066,TXN_002099955,2025-05-25,high_velocity_transactions,low,False,monitor
ALERT_0007078,CUST_040578,TXN_004019025,2025-02-28,high_velocity_transactions,medium,False,cleared
ALERT_0007079,CUST_040578,TXN_004019044,2025-04-06,sanctions_potential_match,medium,False,cleared
ALERT_0007080,CUST_040578,TXN_004019072,2024-10-22,high_velocity_transactions,high,False,monitor
ALERT_0007081,CUST_044332,TXN_004391448,2024-11-19,round_amount_pattern,low,False,cleared
ALERT_0007082,CUST_030983,TXN_003074529,2025-01-31,sanctions_potential_match,high,False,cleared
ALERT_0007083,CUST_022680,TXN_002265292,2025-01-19,unusual_geography,low,False,cleared
ALERT_0007084,CUST_009558,TXN_000957291,2025-06-12,unusual_geography,low,False,monitor
ALERT_0007085,CUST_009558,TXN_000957297,2025-05-25,card_testing_pattern,low,False,cleared
ALERT_0007086,CUST_000865,TXN_000085426,2024-10-06,high_risk_merchant,high,False,cleared
ALERT_0007087,CUST_000865,TXN_000085385,2025-01-31,unusual_geography,medium,False,cleared
ALERT_0007088,CUST_011353,TXN_001130531,2025-05-18,structuring_pattern,medium,False,cleared
ALERT_0007089,CUST_011353,TXN_001130534,2025-01-11,round_amount_pattern,low,False,cleared
ALERT_0007090,CUST_046554,TXN_004610949,2025-06-11,structuring_pattern,high,False,monitor
ALERT_0007091,CUST_010804,TXN_001074685,2024-11-04,structuring_pattern,medium,False,cleared
ALERT_0007092,CUST_041663,TXN_004124988,2024-10-12,mule_indicator,medium,False,cleared
ALERT_0007093,CUST_041663,TXN_004124988,2024-10-12,structuring_pattern,high,False,cleared
ALERT_0007094,CUST_002323,TXN_000234459,2025-05-13,card_testing_pattern,high,False,cleared
ALERT_0007095,CUST_002323,TXN_000234456,2025-03-11,mule_indicator,low,False,cleared
ALERT_0007096,CUST_033882,TXN_003355145,2025-02-24,sanctions_potential_match,medium,False,monitor
ALERT_0007097,CUST_032504,TXN_003219498,2025-06-05,mule_indicator,medium,False,cleared
ALERT_0007098,CUST_032504,TXN_003219501,2025-05-28,high_velocity_transactions,low,False,cleared
ALERT_0007099,CUST_033504,TXN_003315645,2025-06-07,round_amount_pattern,high,False,cleared
ALERT_0007100,CUST_013704,TXN_001361652,2025-02-02,unusual_geography,low,False,cleared
ALERT_0007101,CUST_013704,TXN_001361651,2025-06-23,round_amount_pattern,high,False,monitor
ALERT_0007102,CUST_041850,TXN_004145208,2025-03-28,round_amount_pattern,medium,False,cleared
ALERT_0007103,CUST_041850,TXN_004145154,2025-04-17,sanctions_potential_match,low,False,cleared
ALERT_0007104,CUST_045666,TXN_004520995,2025-04-07,sanctions_potential_match,medium,False,cleared
ALERT_0007105,CUST_012611,TXN_001252539,2025-04-13,unusual_geography,low,False,cleared
ALERT_0007106,CUST_041140,TXN_004075544,2025-06-05,mule_indicator,high,False,cleared
ALERT_0007107,CUST_041140,TXN_004075537,2025-03-28,structuring_pattern,low,False,cleared
ALERT_0007108,CUST_030596,TXN_003038236,2025-05-30,unusual_geography,medium,False,cleared
ALERT_0007109,CUST_026102,TXN_002594910,2025-02-16,mule_indicator,high,False,cleared
ALERT_0007110,CUST_038096,TXN_003775684,2025-03-31,high_risk_merchant,medium,False,monitor
ALERT_0007111,CUST_038096,TXN_003775674,2025-03-20,card_testing_pattern,high,False,cleared
ALERT_0007112,CUST_037469,TXN_003712494,2025-01-16,structuring_pattern,low,False,cleared
ALERT_0007113,CUST_010935,TXN_001087698,2025-05-23,high_risk_merchant,high,False,cleared
ALERT_0007114,CUST_028476,TXN_002833278,2025-02-27,sudden_volume_spike,medium,False,cleared
ALERT_0007115,CUST_037589,TXN_003724282,2025-05-30,sudden_volume_spike,low,False,cleared
ALERT_0007116,CUST_048629,TXN_004815899,2025-06-28,mule_indicator,medium,False,cleared
ALERT_0007117,CUST_011169,TXN_001110937,2025-05-24,structuring_pattern,low,False,cleared
ALERT_0007118,CUST_037336,TXN_003700685,2024-11-12,sudden_volume_spike,medium,False,cleared
ALERT_0007119,CUST_048017,TXN_004755467,2024-11-26,high_risk_merchant,low,False,cleared
ALERT_0007120,CUST_016590,TXN_001644494,2025-06-05,round_amount_pattern,medium,False,monitor
ALERT_0007121,CUST_046189,TXN_004574935,2025-01-20,sudden_volume_spike,medium,False,cleared
ALERT_0007122,CUST_014608,TXN_001447694,2024-09-26,mule_indicator,high,False,monitor
ALERT_0007123,CUST_014608,TXN_001447849,2025-05-25,unusual_geography,low,False,monitor
ALERT_0007124,CUST_008915,TXN_000892164,2025-04-29,high_velocity_transactions,low,False,monitor
ALERT_0007125,CUST_035940,TXN_003561041,2025-03-16,round_amount_pattern,low,False,monitor
ALERT_0007126,CUST_026533,TXN_002642065,2025-04-28,high_velocity_transactions,medium,False,cleared
ALERT_0007127,CUST_030584,TXN_003037472,2024-11-07,high_risk_merchant,medium,False,cleared
ALERT_0007128,CUST_030584,TXN_003037462,2025-02-18,mule_indicator,medium,False,monitor
ALERT_0007129,CUST_039998,TXN_003960932,2025-04-17,card_testing_pattern,low,False,cleared
ALERT_0007130,CUST_021685,TXN_002163062,2025-05-29,unusual_geography,low,False,monitor
ALERT_0007131,CUST_006415,TXN_000638620,2025-02-06,structuring_pattern,low,False,cleared
ALERT_0007132,CUST_033524,TXN_003317843,2025-02-27,high_risk_merchant,low,False,cleared
ALERT_0007133,CUST_045306,TXN_004486807,2025-02-27,mule_indicator,medium,False,monitor
ALERT_0007134,CUST_013593,TXN_001349975,2025-03-03,sudden_volume_spike,medium,False,cleared
ALERT_0007135,CUST_020590,TXN_002051077,2025-05-07,mule_indicator,low,False,cleared
ALERT_0007136,CUST_020590,TXN_002051056,2025-01-06,high_risk_merchant,high,False,monitor
ALERT_0007137,CUST_034145,TXN_003381129,2025-05-27,structuring_pattern,low,False,cleared
ALERT_0007138,CUST_034145,TXN_003381141,2025-05-30,unusual_geography,high,False,monitor
ALERT_0007139,CUST_049897,TXN_004942328,2025-01-31,structuring_pattern,medium,False,cleared
ALERT_0007140,CUST_049897,TXN_004942325,2025-06-29,sudden_volume_spike,low,False,monitor
ALERT_0007141,CUST_041189,TXN_004079730,2025-06-01,sudden_volume_spike,low,False,cleared
ALERT_0007142,CUST_031977,TXN_003168089,2025-02-03,unusual_geography,low,False,monitor
ALERT_0007143,CUST_027472,TXN_002732799,2025-01-10,structuring_pattern,medium,False,monitor
ALERT_0007144,CUST_037238,TXN_003689686,2025-05-21,structuring_pattern,high,False,monitor
ALERT_0007145,CUST_037238,TXN_003689679,2025-04-19,round_amount_pattern,low,False,cleared
ALERT_0007146,CUST_005822,TXN_000579238,2025-06-20,structuring_pattern,low,False,monitor
ALERT_0007147,CUST_005822,TXN_000579251,2025-06-17,sanctions_potential_match,low,False,monitor
ALERT_0007148,CUST_029974,TXN_002976240,2025-06-10,sanctions_potential_match,medium,False,cleared
ALERT_0007149,CUST_029974,TXN_002976210,2024-12-24,unusual_geography,medium,False,cleared
ALERT_0007150,CUST_020301,TXN_002023791,2025-04-01,sudden_volume_spike,high,False,cleared
ALERT_0007151,CUST_040783,TXN_004040189,2025-06-22,sanctions_potential_match,high,False,cleared
ALERT_0007152,CUST_015630,TXN_001547482,2025-05-29,sanctions_potential_match,high,False,monitor
ALERT_0007153,CUST_015630,TXN_001547476,2025-05-19,structuring_pattern,medium,False,cleared
ALERT_0007154,CUST_021493,TXN_002143966,2025-02-08,round_amount_pattern,medium,False,cleared
ALERT_0007155,CUST_021493,TXN_002143926,2024-12-29,sanctions_potential_match,low,False,cleared
ALERT_0007156,CUST_021493,TXN_002143984,2025-02-18,sudden_volume_spike,high,False,cleared
ALERT_0007157,CUST_026297,TXN_002615825,2025-04-30,sanctions_potential_match,medium,False,cleared
ALERT_0007158,CUST_026297,TXN_002615869,2025-02-17,sanctions_potential_match,low,False,cleared
ALERT_0007159,CUST_044446,TXN_004403148,2025-02-11,card_testing_pattern,low,False,monitor
ALERT_0007160,CUST_041956,TXN_004156355,2025-06-17,unusual_geography,low,False,cleared
ALERT_0007161,CUST_034411,TXN_003406974,2025-05-23,high_risk_merchant,low,False,cleared
ALERT_0007162,CUST_034411,TXN_003406969,2025-05-24,sanctions_potential_match,low,False,cleared
ALERT_0007163,CUST_034411,TXN_003406972,2025-06-02,unusual_geography,low,False,cleared
ALERT_0007164,CUST_001419,TXN_000145027,2025-06-05,high_velocity_transactions,low,False,monitor
ALERT_0007165,CUST_007229,TXN_000721514,2024-10-09,card_testing_pattern,medium,False,monitor
ALERT_0007166,CUST_007229,TXN_000721555,2024-09-29,mule_indicator,high,False,monitor
ALERT_0007167,CUST_007229,TXN_000721551,2024-11-03,high_risk_merchant,medium,False,cleared
ALERT_0007168,CUST_017040,TXN_001687999,2025-03-11,mule_indicator,low,False,cleared
ALERT_0007169,CUST_038078,TXN_003774238,2025-05-09,sanctions_potential_match,low,False,cleared
ALERT_0007170,CUST_028411,TXN_002826673,2025-02-05,high_risk_merchant,medium,False,cleared
ALERT_0007171,CUST_028411,TXN_002826645,2025-01-17,round_amount_pattern,medium,False,monitor
ALERT_0007172,CUST_008675,TXN_000869229,2025-06-27,sanctions_potential_match,medium,False,cleared
ALERT_0007173,CUST_034401,TXN_003405599,2025-05-18,card_testing_pattern,medium,False,cleared
ALERT_0007174,CUST_034401,TXN_003405657,2024-09-12,sudden_volume_spike,high,False,monitor
ALERT_0007175,CUST_048343,TXN_004790063,2025-05-13,structuring_pattern,low,False,cleared
ALERT_0007176,CUST_014870,TXN_001472965,2025-01-13,sanctions_potential_match,high,False,cleared
ALERT_0007177,CUST_016303,TXN_001615035,2025-04-26,round_amount_pattern,medium,False,cleared
ALERT_0007178,CUST_016303,TXN_001615048,2025-06-10,unusual_geography,medium,False,cleared
ALERT_0007179,CUST_005812,TXN_000577931,2025-04-01,high_velocity_transactions,high,False,cleared
ALERT_0007180,CUST_007175,TXN_000715472,2024-11-03,mule_indicator,low,False,cleared
ALERT_0007181,CUST_029725,TXN_002954320,2024-12-24,sudden_volume_spike,low,False,cleared
ALERT_0007182,CUST_028205,TXN_002806859,2024-09-09,structuring_pattern,high,False,cleared
ALERT_0007183,CUST_025593,TXN_002544599,2024-11-17,sanctions_potential_match,high,False,monitor
ALERT_0007184,CUST_011533,TXN_001150442,2024-12-19,sanctions_potential_match,high,False,cleared
ALERT_0007185,CUST_011533,TXN_001150475,2025-01-20,card_testing_pattern,medium,False,cleared
ALERT_0007186,CUST_011533,TXN_001150470,2025-06-28,high_velocity_transactions,high,False,cleared
ALERT_0007187,CUST_018220,TXN_001813729,2025-05-31,high_velocity_transactions,medium,False,cleared
ALERT_0007188,CUST_039441,TXN_003907624,2025-05-29,high_risk_merchant,low,False,cleared
ALERT_0007189,CUST_039441,TXN_003907621,2025-06-24,unusual_geography,low,False,cleared
ALERT_0007190,CUST_004486,TXN_000445572,2024-12-09,sanctions_potential_match,high,False,cleared
ALERT_0007191,CUST_004486,TXN_000445579,2024-12-06,unusual_geography,low,False,cleared
ALERT_0007192,CUST_004486,TXN_000445507,2025-03-07,structuring_pattern,medium,False,cleared
ALERT_0007193,CUST_004806,TXN_000480929,2024-06-09,sudden_volume_spike,medium,False,monitor
ALERT_0007194,CUST_020321,TXN_002026327,2025-01-18,sudden_volume_spike,high,False,cleared
ALERT_0007195,CUST_031374,TXN_003110121,2025-04-15,round_amount_pattern,medium,False,cleared
ALERT_0007196,CUST_005063,TXN_000504649,2025-06-08,high_velocity_transactions,medium,False,cleared
ALERT_0007197,CUST_008777,TXN_000878982,2025-06-14,mule_indicator,medium,False,cleared
ALERT_0007198,CUST_001326,TXN_000134343,2025-04-25,round_amount_pattern,low,False,cleared
ALERT_0007199,CUST_008696,TXN_000871444,2024-08-31,sanctions_potential_match,high,False,cleared
ALERT_0007200,CUST_046568,TXN_004612170,2025-01-05,round_amount_pattern,high,False,cleared
ALERT_0007201,CUST_015413,TXN_001525554,2025-05-26,high_risk_merchant,medium,False,cleared
ALERT_0007202,CUST_020531,TXN_002046387,2025-04-08,structuring_pattern,medium,False,monitor
ALERT_0007203,CUST_043927,TXN_004348971,2025-06-14,sanctions_potential_match,low,False,cleared
ALERT_0007204,CUST_038748,TXN_003836081,2025-05-09,round_amount_pattern,low,False,cleared
ALERT_0007205,CUST_009339,TXN_000934290,2025-04-24,high_velocity_transactions,high,False,cleared
ALERT_0007206,CUST_047359,TXN_004688755,2025-06-29,unusual_geography,low,False,cleared
ALERT_0007207,CUST_026557,TXN_002643477,2025-02-21,high_risk_merchant,medium,False,cleared
ALERT_0007208,CUST_017460,TXN_001729931,2024-12-09,sanctions_potential_match,high,False,cleared
ALERT_0007209,CUST_017460,TXN_001729854,2025-02-01,structuring_pattern,medium,False,cleared
ALERT_0007210,CUST_017460,TXN_001729862,2025-01-28,round_amount_pattern,medium,False,cleared
ALERT_0007211,CUST_004043,TXN_000401536,2025-01-11,mule_indicator,low,False,cleared
ALERT_0007212,CUST_042492,TXN_004211270,2025-04-16,mule_indicator,medium,False,monitor
ALERT_0007213,CUST_022857,TXN_002283296,2025-03-17,round_amount_pattern,low,False,cleared
ALERT_0007214,CUST_011409,TXN_001137502,2025-06-27,card_testing_pattern,high,False,cleared
ALERT_0007215,CUST_001748,TXN_000177561,2024-12-14,high_risk_merchant,low,False,cleared
ALERT_0007216,CUST_039439,TXN_003907374,2024-07-23,structuring_pattern,high,False,cleared
ALERT_0007217,CUST_022734,TXN_002271460,2024-12-04,sudden_volume_spike,medium,False,cleared
ALERT_0007218,CUST_005870,TXN_000583413,2024-08-11,round_amount_pattern,medium,False,cleared
ALERT_0007219,CUST_005870,TXN_000583474,2024-12-29,mule_indicator,low,False,monitor
ALERT_0007220,CUST_005870,TXN_000583427,2024-08-10,structuring_pattern,medium,False,cleared
ALERT_0007221,CUST_014607,TXN_001447660,2025-06-07,unusual_geography,high,False,cleared
ALERT_0007222,CUST_026638,TXN_002650718,2025-06-27,card_testing_pattern,low,False,cleared
ALERT_0007223,CUST_005123,TXN_000509986,2025-03-30,structuring_pattern,low,False,cleared
ALERT_0007224,CUST_018804,TXN_001874094,2024-06-11,sudden_volume_spike,high,False,cleared
ALERT_0007225,CUST_046381,TXN_004594311,2025-02-28,sanctions_potential_match,medium,False,monitor
ALERT_0007226,CUST_004805,TXN_000480787,2025-03-21,sudden_volume_spike,medium,False,cleared
ALERT_0007227,CUST_021806,TXN_002176929,2025-01-23,mule_indicator,medium,False,cleared
ALERT_0007228,CUST_003745,TXN_000371533,2024-09-18,high_risk_merchant,high,False,cleared
ALERT_0007229,CUST_027842,TXN_002769836,2025-01-11,mule_indicator,low,False,cleared
ALERT_0007230,CUST_027842,TXN_002769860,2024-12-28,card_testing_pattern,low,False,cleared
ALERT_0007231,CUST_036873,TXN_003651452,2025-06-10,unusual_geography,low,False,cleared
ALERT_0007232,CUST_030401,TXN_003019377,2025-04-24,mule_indicator,medium,False,monitor
ALERT_0007233,CUST_030401,TXN_003019382,2025-06-29,sudden_volume_spike,medium,False,cleared
ALERT_0007234,CUST_014897,TXN_001476377,2025-06-05,high_velocity_transactions,medium,False,cleared
ALERT_0007235,CUST_017078,TXN_001691512,2025-03-17,sanctions_potential_match,high,False,cleared
ALERT_0007236,CUST_023537,TXN_002348526,2025-04-23,unusual_geography,low,False,cleared
ALERT_0007237,CUST_022754,TXN_002273464,2025-02-09,high_risk_merchant,high,False,monitor
ALERT_0007238,CUST_003839,TXN_000380964,2024-12-01,high_velocity_transactions,low,False,monitor
ALERT_0007239,CUST_041462,TXN_004105861,2025-05-01,mule_indicator,high,False,cleared
ALERT_0007240,CUST_041462,TXN_004105846,2025-06-18,card_testing_pattern,medium,False,cleared
ALERT_0007241,CUST_041462,TXN_004105848,2025-06-13,high_velocity_transactions,medium,False,cleared
ALERT_0007242,CUST_044274,TXN_004384966,2024-11-02,structuring_pattern,medium,False,cleared
ALERT_0007243,CUST_044274,TXN_004384979,2024-11-27,card_testing_pattern,medium,False,cleared
ALERT_0007244,CUST_044274,TXN_004384953,2025-03-05,mule_indicator,medium,False,monitor
ALERT_0007245,CUST_024181,TXN_002404841,2025-01-22,sudden_volume_spike,medium,False,cleared
ALERT_0007246,CUST_017779,TXN_001763071,2025-03-25,high_risk_merchant,low,False,cleared
ALERT_0007247,CUST_017779,TXN_001763073,2025-04-21,mule_indicator,high,False,monitor
ALERT_0007248,CUST_046435,TXN_004601173,2024-11-15,sudden_volume_spike,low,False,cleared
ALERT_0007249,CUST_046435,TXN_004601159,2025-06-21,round_amount_pattern,medium,False,cleared
ALERT_0007250,CUST_045386,TXN_004495146,2024-09-13,round_amount_pattern,medium,False,cleared
ALERT_0007251,CUST_045386,TXN_004495169,2024-10-06,card_testing_pattern,high,False,cleared
ALERT_0007252,CUST_031429,TXN_003115016,2024-12-27,high_risk_merchant,medium,False,cleared
ALERT_0007253,CUST_040006,TXN_003961773,2024-04-26,sudden_volume_spike,low,False,cleared
ALERT_0007254,CUST_040006,TXN_003961754,2024-10-17,sudden_volume_spike,high,False,cleared
ALERT_0007255,CUST_034310,TXN_003396969,2024-12-05,unusual_geography,low,False,cleared
ALERT_0007256,CUST_026646,TXN_002651351,2025-02-12,round_amount_pattern,medium,False,cleared
ALERT_0007257,CUST_026646,TXN_002651349,2025-01-31,unusual_geography,low,False,monitor
ALERT_0007258,CUST_026646,TXN_002651342,2025-04-28,sudden_volume_spike,low,False,cleared
ALERT_0007259,CUST_048288,TXN_004784634,2024-11-20,sanctions_potential_match,medium,False,monitor
ALERT_0007260,CUST_023972,TXN_002387345,2025-02-05,high_risk_merchant,medium,False,cleared
ALERT_0007261,CUST_024998,TXN_002484589,2024-11-30,high_risk_merchant,low,False,cleared
ALERT_0007262,CUST_004811,TXN_000481444,2025-05-31,structuring_pattern,low,False,cleared
ALERT_0007263,CUST_004811,TXN_000481410,2025-01-05,high_risk_merchant,high,False,monitor
ALERT_0007264,CUST_041648,TXN_004123201,2025-05-20,round_amount_pattern,high,False,cleared
ALERT_0007265,CUST_041648,TXN_004123190,2025-06-21,round_amount_pattern,medium,False,monitor
ALERT_0007266,CUST_041648,TXN_004123199,2025-05-06,sanctions_potential_match,low,False,cleared
ALERT_0007267,CUST_017288,TXN_001711445,2025-05-04,sudden_volume_spike,low,False,cleared
ALERT_0007268,CUST_017288,TXN_001711444,2025-06-06,sudden_volume_spike,medium,False,cleared
ALERT_0007269,CUST_029764,TXN_002958099,2025-04-29,high_risk_merchant,medium,False,monitor
ALERT_0007270,CUST_020720,TXN_002063431,2025-01-22,sanctions_potential_match,medium,False,monitor
ALERT_0007271,CUST_020720,TXN_002063466,2025-06-04,structuring_pattern,medium,False,cleared
ALERT_0007272,CUST_001324,TXN_000134215,2025-04-01,high_velocity_transactions,medium,False,monitor
ALERT_0007273,CUST_039282,TXN_003890805,2025-05-09,mule_indicator,medium,False,cleared
ALERT_0007274,CUST_039803,TXN_003942048,2025-04-27,structuring_pattern,low,False,cleared
ALERT_0007275,CUST_044374,TXN_004395547,2025-03-23,card_testing_pattern,medium,False,monitor
ALERT_0007276,CUST_047518,TXN_004704163,2025-03-10,sudden_volume_spike,high,False,cleared
ALERT_0007277,CUST_047518,TXN_004704117,2025-03-30,card_testing_pattern,medium,False,monitor
ALERT_0007278,CUST_047518,TXN_004704184,2025-03-09,sanctions_potential_match,medium,False,cleared
ALERT_0007279,CUST_030100,TXN_002988798,2025-02-21,unusual_geography,medium,False,cleared
ALERT_0007280,CUST_030100,TXN_002988788,2025-01-16,high_velocity_transactions,medium,False,cleared
ALERT_0007281,CUST_041616,TXN_004120950,2025-03-18,card_testing_pattern,high,False,monitor
ALERT_0007282,CUST_033825,TXN_003350364,2025-04-22,round_amount_pattern,medium,False,cleared
ALERT_0007283,CUST_024860,TXN_002473310,2025-02-24,high_risk_merchant,medium,False,monitor
ALERT_0007284,CUST_024860,TXN_002473295,2025-04-17,unusual_geography,low,False,cleared
ALERT_0007285,CUST_040638,TXN_004025750,2024-10-09,unusual_geography,medium,False,cleared
ALERT_0007286,CUST_040638,TXN_004025840,2025-01-15,sudden_volume_spike,low,False,cleared
ALERT_0007287,CUST_039146,TXN_003876543,2025-04-21,sudden_volume_spike,medium,False,monitor
ALERT_0007288,CUST_039146,TXN_003876533,2024-12-17,sudden_volume_spike,medium,False,cleared
ALERT_0007289,CUST_005601,TXN_000556339,2025-05-18,structuring_pattern,medium,False,cleared
ALERT_0007290,CUST_033199,TXN_003286852,2024-12-04,high_velocity_transactions,high,False,cleared
ALERT_0007291,CUST_033199,TXN_003286804,2024-10-15,unusual_geography,low,False,cleared
ALERT_0007292,CUST_028446,TXN_002830366,2024-08-03,high_risk_merchant,low,False,monitor
ALERT_0007293,CUST_021771,TXN_002173269,2025-04-21,structuring_pattern,high,False,cleared
ALERT_0007294,CUST_046638,TXN_004618160,2025-04-16,card_testing_pattern,medium,False,cleared
ALERT_0007295,CUST_022768,TXN_002274423,2025-05-09,high_velocity_transactions,low,False,cleared
ALERT_0007296,CUST_028065,TXN_002793136,2024-08-09,sanctions_potential_match,medium,False,monitor
ALERT_0007297,CUST_011291,TXN_001123127,2025-04-04,sudden_volume_spike,low,False,monitor
ALERT_0007298,CUST_019072,TXN_001897871,2025-04-19,high_velocity_transactions,medium,False,cleared
ALERT_0007299,CUST_019072,TXN_001897863,2025-03-15,unusual_geography,high,False,cleared
ALERT_0007300,CUST_019072,TXN_001897888,2025-03-14,high_risk_merchant,low,False,cleared
ALERT_0007301,CUST_034327,TXN_003398408,2025-04-04,structuring_pattern,high,False,cleared
ALERT_0007302,CUST_034327,TXN_003398420,2025-06-19,card_testing_pattern,medium,False,cleared
ALERT_0007303,CUST_034327,TXN_003398453,2025-04-24,round_amount_pattern,medium,False,cleared
ALERT_0007304,CUST_013458,TXN_001337989,2025-06-26,high_velocity_transactions,high,False,cleared
ALERT_0007305,CUST_016411,TXN_001625971,2025-05-01,card_testing_pattern,high,False,cleared
ALERT_0007306,CUST_011950,TXN_001188483,2025-06-22,round_amount_pattern,low,False,cleared
ALERT_0007307,CUST_044857,TXN_004444884,2025-02-12,high_velocity_transactions,medium,False,monitor
ALERT_0007308,CUST_039682,TXN_003929548,2024-10-15,unusual_geography,medium,False,cleared
ALERT_0007309,CUST_006200,TXN_000618760,2025-02-17,card_testing_pattern,high,False,cleared
ALERT_0007310,CUST_006200,TXN_000618716,2024-08-28,unusual_geography,low,False,cleared
ALERT_0007311,CUST_006200,TXN_000618765,2025-04-20,high_velocity_transactions,high,False,monitor
ALERT_0007312,CUST_002181,TXN_000218450,2025-04-24,sudden_volume_spike,low,False,monitor
ALERT_0007313,CUST_002181,TXN_000218452,2025-05-26,sudden_volume_spike,medium,False,monitor
ALERT_0007314,CUST_004025,TXN_000399550,2024-12-18,round_amount_pattern,high,False,cleared
ALERT_0007315,CUST_038297,TXN_003794481,2025-06-26,high_risk_merchant,medium,False,cleared
ALERT_0007316,CUST_001835,TXN_000186228,2025-06-27,sudden_volume_spike,high,False,cleared
ALERT_0007317,CUST_036236,TXN_003589963,2024-10-11,round_amount_pattern,low,False,cleared
ALERT_0007318,CUST_036236,TXN_003589956,2025-01-30,high_velocity_transactions,low,False,cleared
ALERT_0007319,CUST_022077,TXN_002203156,2025-04-20,structuring_pattern,high,False,cleared
ALERT_0007320,CUST_018708,TXN_001864181,2024-12-13,card_testing_pattern,medium,False,monitor
ALERT_0007321,CUST_012078,TXN_001201543,2025-04-16,sanctions_potential_match,low,False,cleared
ALERT_0007322,CUST_012078,TXN_001201571,2024-12-06,high_risk_merchant,medium,False,cleared
ALERT_0007323,CUST_024183,TXN_002405218,2025-03-23,structuring_pattern,low,False,cleared
ALERT_0007324,CUST_014520,TXN_001438443,2025-04-10,round_amount_pattern,medium,False,monitor
ALERT_0007325,CUST_014520,TXN_001438517,2024-10-20,high_risk_merchant,medium,False,cleared
ALERT_0007326,CUST_035197,TXN_003486044,2025-06-14,sanctions_potential_match,low,False,cleared
ALERT_0007327,CUST_035197,TXN_003486027,2025-05-01,card_testing_pattern,medium,False,monitor
ALERT_0007328,CUST_004905,TXN_000490702,2025-05-17,sudden_volume_spike,high,False,cleared
ALERT_0007329,CUST_004905,TXN_000490700,2025-05-08,structuring_pattern,medium,False,cleared
ALERT_0007330,CUST_043390,TXN_004297684,2024-08-11,structuring_pattern,low,False,cleared
ALERT_0007331,CUST_004018,TXN_000399141,2025-06-28,structuring_pattern,low,False,cleared
ALERT_0007332,CUST_026136,TXN_002598649,2024-11-12,high_risk_merchant,low,False,monitor
ALERT_0007333,CUST_028356,TXN_002820734,2025-01-26,sanctions_potential_match,low,False,monitor
