chargeback_id,transaction_id,customer_id,chargeback_date,reason,amount,is_first_party_fraud
CB_000572,TXN_002793630,CUST_028070,2025-05-04,cancelled_recurring,7.16,False
CB_000573,TXN_002724220,CUST_027394,2025-02-11,fraudulent_transaction,84.97,False
CB_000574,TXN_002407091,CUST_024201,2025-02-27,fraudulent_transaction,50.12,False
CB_000575,TXN_000583196,CUST_005858,2024-10-25,cancelled_recurring,70.72,False
CB_000576,TXN_004307224,CUST_043491,2025-03-26,product_not_received,252.47,False
CB_000577,TXN_004712139,CUST_047600,2025-01-22,product_not_as_described,4.7,False
CB_000578,TXN_003068733,CUST_030929,2025-04-19,duplicate_charge,184.13,False
CB_000579,TXN_001826993,CUST_018360,2025-05-11,authorization_error,16.56,False
CB_000580,TXN_001581903,CUST_015963,2025-04-22,product_not_as_described,44.76,False
CB_000581,TXN_003889418,CUST_039267,2025-02-23,product_not_received,86.59,False
CB_000582,TXN_000806458,CUST_008055,2024-10-24,authorization_error,131.66,False
CB_000583,TXN_000452849,CUST_004552,2024-09-07,product_not_received,18.64,False
CB_000584,TXN_002034409,CUST_020414,2024-12-16,product_not_received,36.67,False
CB_000585,TXN_004554983,CUST_046000,2025-01-13,cancelled_recurring,114.62,False
CB_000586,TXN_003024528,CUST_030451,2025-04-10,product_not_as_described,7.31,False
CB_000587,TXN_002287086,CUST_022901,2025-04-11,product_not_as_described,68.11,False
CB_000588,TXN_001120939,CUST_011276,2024-11-04,credit_not_processed,43.22,False
CB_000589,TXN_000542305,CUST_005453,2025-01-06,duplicate_charge,157.76,False
CB_000590,TXN_001687773,CUST_017036,2025-05-27,product_not_received,90.64,False
CB_000591,TXN_004891805,CUST_049419,2024-11-14,credit_not_processed,13.69,False
CB_000592,TXN_001992713,CUST_019985,2025-03-08,product_not_received,79.5,False
CB_000593,TXN_002969316,CUST_029896,2024-08-23,authorization_error,37.73,False
CB_000594,TXN_000117763,CUST_001167,2025-03-31,product_not_as_described,28.09,False
CB_000595,TXN_000969890,CUST_009684,2025-05-06,duplicate_charge,36.18,False
CB_000596,TXN_004200405,CUST_042390,2025-05-16,authorization_error,43.05,False
CB_000597,TXN_002509918,CUST_025260,2025-06-07,product_not_received,92.34,False
CB_000598,TXN_003708700,CUST_037429,2025-03-28,product_not_as_described,2.96,False
CB_000599,TXN_004580148,CUST_046245,2025-04-27,credit_not_processed,27.59,False
CB_000600,TXN_002398033,CUST_024109,2025-03-18,cancelled_recurring,13.5,False
CB_000601,TXN_004399067,CUST_044403,2024-05-20,product_not_received,14.52,False
CB_000602,TXN_001107761,CUST_011144,2025-03-22,cancelled_recurring,2.96,False
CB_000603,TXN_004168810,CUST_042080,2024-08-26,credit_not_processed,57.06,False
CB_000604,TXN_001915644,CUST_019242,2025-02-23,fraudulent_transaction,26.34,False
CB_000605,TXN_003234612,CUST_032652,2025-02-12,cancelled_recurring,19.79,False
CB_000606,TXN_000814293,CUST_008117,2025-05-21,credit_not_processed,84.0,False
CB_000607,TXN_004227552,CUST_042673,2024-12-24,product_not_as_described,91.65,False
CB_000608,TXN_004825432,CUST_048738,2025-01-20,duplicate_charge,18.84,False
CB_000609,TXN_003250899,CUST_032818,2025-06-22,fraudulent_transaction,97.52,False
CB_000610,TXN_001746134,CUST_017604,2025-06-03,duplicate_charge,3.83,False
CB_000611,TXN_000698125,CUST_006998,2025-05-20,product_not_received,2.88,False
CB_000612,TXN_003831352,CUST_038691,2025-06-24,cancelled_recurring,171.15,False
CB_000613,TXN_003601518,CUST_036352,2025-02-22,fraudulent_transaction,49.79,False
CB_000614,TXN_003706555,CUST_037409,2024-09-29,fraudulent_transaction,439.51,False
CB_000615,TXN_004876283,CUST_049250,2024-09-01,product_not_as_described,38.03,False
CB_000616,TXN_002984157,CUST_030057,2025-02-09,authorization_error,92.24,False
CB_000617,TXN_003763302,CUST_037965,2024-09-24,fraudulent_transaction,1.61,False
CB_000618,TXN_004504466,CUST_045494,2025-03-04,fraudulent_transaction,326.71,False
CB_000619,TXN_003056846,CUST_030791,2024-05-18,authorization_error,6.18,False
CB_000620,TXN_002226986,CUST_022293,2025-04-16,credit_not_processed,57.98,False
CB_000621,TXN_001741868,CUST_017560,2024-07-18,authorization_error,647.65,False
CB_000622,TXN_000854587,CUST_008554,2024-08-18,duplicate_charge,142.73,False
CB_000623,TXN_002469315,CUST_024817,2025-03-03,duplicate_charge,15.95,False
CB_000624,TXN_002557773,CUST_025731,2024-11-27,product_not_received,35.48,False
CB_000625,TXN_001918280,CUST_019273,2025-06-19,credit_not_processed,135.98,False
CB_000626,TXN_004740428,CUST_047863,2025-05-15,fraudulent_transaction,5.93,False
CB_000627,TXN_002590879,CUST_026060,2025-02-23,credit_not_processed,178.45,False
CB_000628,TXN_001021834,CUST_010239,2024-04-17,product_not_received,29.14,False
CB_000629,TXN_004457566,CUST_044993,2024-05-26,product_not_as_described,105.38,False
CB_000630,TXN_000756589,CUST_007556,2025-03-27,fraudulent_transaction,365.07,False
CB_000631,TXN_003649235,CUST_036853,2025-01-06,fraudulent_transaction,64.98,False
CB_000632,TXN_002090866,CUST_020974,2025-02-24,fraudulent_transaction,8.24,False
CB_000633,TXN_001764330,CUST_017787,2025-04-30,product_not_as_described,77.09,False
CB_000634,TXN_002833602,CUST_028478,2025-06-25,product_not_received,107.43,False
CB_000635,TXN_003024283,CUST_030450,2025-02-22,cancelled_recurring,25.53,False
CB_000636,TXN_001865421,CUST_018723,2025-05-04,product_not_as_described,87.39,False
CB_000637,TXN_004206179,CUST_042446,2024-08-18,product_not_as_described,5.64,False
CB_000638,TXN_004519607,CUST_045655,2025-04-01,cancelled_recurring,59.93,False
CB_000639,TXN_000067680,CUST_000692,2025-05-04,duplicate_charge,11.88,False
CB_000640,TXN_000871368,CUST_008696,2025-02-10,credit_not_processed,17.01,False
CB_000641,TXN_001892754,CUST_019021,2025-01-29,credit_not_processed,45.25,False
CB_000642,TXN_004204287,CUST_042430,2025-03-14,authorization_error,37.87,False
CB_000643,TXN_001652966,CUST_016679,2024-08-14,product_not_as_described,58.22,False
CB_000644,TXN_001589656,CUST_016049,2024-07-18,authorization_error,15.27,False
CB_000645,TXN_001958637,CUST_019637,2025-06-11,cancelled_recurring,35.87,False
CB_000646,TXN_003654069,CUST_036900,2025-04-12,duplicate_charge,6.16,False
CB_000647,TXN_004155243,CUST_041948,2025-06-09,duplicate_charge,84.5,False
CB_000648,TXN_004051304,CUST_040901,2025-01-18,product_not_as_described,262.46,False
CB_000649,TXN_001741897,CUST_017560,2024-09-02,product_not_received,3.3,False
CB_000650,TXN_002096226,CUST_021024,2025-03-26,authorization_error,9.31,False
CB_000651,TXN_003187735,CUST_032170,2025-02-04,credit_not_processed,14.9,False
CB_000652,TXN_004516869,CUST_045630,2024-06-03,cancelled_recurring,66.35,False
CB_000653,TXN_001702647,CUST_017200,2025-04-19,product_not_received,588.89,False
CB_000654,TXN_000710844,CUST_007127,2024-11-03,product_not_received,76.24,False
CB_000655,TXN_002764168,CUST_027790,2025-06-18,product_not_received,10.64,False
CB_000656,TXN_000825815,CUST_008256,2025-02-14,duplicate_charge,176.08,False
CB_000657,TXN_004712396,CUST_047602,2024-08-30,duplicate_charge,277.42,False
CB_000658,TXN_001054617,CUST_010596,2025-06-11,authorization_error,353.49,False
CB_000659,TXN_004004941,CUST_040452,2025-02-25,cancelled_recurring,74.95,False
CB_000660,TXN_001752605,CUST_017666,2025-04-08,duplicate_charge,117.22,False
CB_000661,TXN_004858585,CUST_049064,2025-05-13,cancelled_recurring,246.3,False
CB_000662,TXN_002732694,CUST_027470,2024-09-10,product_not_received,130.65,False
CB_000663,TXN_004219910,CUST_042596,2024-12-12,credit_not_processed,47.71,False
CB_000664,TXN_003756049,CUST_037894,2025-05-09,product_not_received,25.74,False
CB_000665,TXN_001360340,CUST_013694,2025-03-12,fraudulent_transaction,557.28,False
CB_000666,TXN_002752836,CUST_027678,2024-12-25,cancelled_recurring,1.84,False
CB_000667,TXN_002483110,CUST_024977,2025-02-08,credit_not_processed,519.42,False
CB_000668,TXN_004202148,CUST_042408,2025-03-06,product_not_as_described,18.99,False
CB_000669,TXN_000603969,CUST_006069,2025-05-20,credit_not_processed,84.61,False
CB_000670,TXN_002364550,CUST_023718,2024-10-09,product_not_received,28.79,False
CB_000671,TXN_001679604,CUST_016944,2024-12-20,fraudulent_transaction,83.21,False
CB_000672,TXN_002755968,CUST_027722,2025-01-20,cancelled_recurring,97.11,False
CB_000673,TXN_004825337,CUST_048737,2025-02-26,duplicate_charge,40.21,False
CB_000674,TXN_002655006,CUST_026682,2025-06-12,cancelled_recurring,52.47,False
CB_000675,TXN_003100182,CUST_031273,2025-06-10,fraudulent_transaction,70.21,False
CB_000676,TXN_003929690,CUST_039684,2025-02-25,duplicate_charge,15.01,False
CB_000677,TXN_003098638,CUST_031257,2025-02-02,product_not_as_described,9.75,False
CB_000678,TXN_002932734,CUST_029478,2025-02-05,cancelled_recurring,17.18,False
CB_000679,TXN_003474047,CUST_035062,2024-07-29,cancelled_recurring,167.53,False
CB_000680,TXN_004780536,CUST_048252,2024-10-11,duplicate_charge,405.07,False
CB_000681,TXN_001933961,CUST_019419,2025-04-24,cancelled_recurring,64.56,False
CB_000682,TXN_001360462,CUST_013694,2025-06-19,cancelled_recurring,20.52,False
CB_000683,TXN_000570069,CUST_005731,2025-06-12,duplicate_charge,283.83,False
CB_000684,TXN_000202767,CUST_002007,2024-12-21,cancelled_recurring,44.7,False
CB_000685,TXN_000337942,CUST_003401,2025-04-02,credit_not_processed,194.11,False
CB_000686,TXN_001628092,CUST_016438,2024-08-04,product_not_as_described,74.29,False
CB_000687,TXN_000459722,CUST_004622,2025-02-08,product_not_received,106.84,False
CB_000688,TXN_000352625,CUST_003550,2025-04-01,product_not_as_described,10.23,False
CB_000689,TXN_001788936,CUST_018011,2025-02-12,credit_not_processed,53.93,False
CB_000690,TXN_003420536,CUST_034542,2025-02-13,product_not_received,13.74,False
CB_000691,TXN_000437238,CUST_004398,2024-05-07,fraudulent_transaction,64.35,False
CB_000692,TXN_003546311,CUST_035796,2024-12-07,cancelled_recurring,12.29,False
CB_000693,TXN_003468737,CUST_035015,2025-05-01,cancelled_recurring,33.01,False
CB_000694,TXN_001808142,CUST_018170,2025-03-11,product_not_as_described,305.49,False
CB_000695,TXN_002771439,CUST_027859,2024-09-12,credit_not_processed,4.9,False
CB_000696,TXN_000468836,CUST_004711,2024-10-20,duplicate_charge,812.33,False
CB_000697,TXN_004815161,CUST_048617,2025-05-04,product_not_received,10.78,False
CB_000698,TXN_000957660,CUST_009561,2025-03-05,cancelled_recurring,85.79,False
CB_000699,TXN_002970167,CUST_029903,2025-01-26,cancelled_recurring,18.45,False
CB_000700,TXN_002821641,CUST_028366,2025-03-09,fraudulent_transaction,6.78,False
CB_000701,TXN_001365366,CUST_013735,2025-01-18,authorization_error,51.62,False
CB_000702,TXN_000649351,CUST_006523,2025-04-16,product_not_received,14.31,False
CB_000703,TXN_003221371,CUST_032522,2025-04-25,product_not_received,2.29,False
CB_000704,TXN_003068740,CUST_030929,2024-08-12,cancelled_recurring,10.03,False
CB_000705,TXN_004323266,CUST_043665,2024-11-19,product_not_as_described,65.2,False
CB_000706,TXN_001293992,CUST_013008,2024-11-08,product_not_received,46.29,False
CB_000707,TXN_002261090,CUST_022634,2024-11-26,fraudulent_transaction,3.93,False
CB_000708,TXN_004341919,CUST_043854,2024-12-30,duplicate_charge,49.51,False
CB_000709,TXN_001779634,CUST_017925,2024-10-30,authorization_error,30.5,False
CB_000710,TXN_002693083,CUST_027074,2025-06-24,duplicate_charge,39.84,False
CB_000711,TXN_004245141,CUST_042848,2025-02-10,fraudulent_transaction,132.09,False
CB_000712,TXN_000938540,CUST_009376,2025-04-05,authorization_error,88.93,False
CB_000713,TXN_001596871,CUST_016120,2025-05-10,duplicate_charge,9.85,False
CB_000714,TXN_002359706,CUST_023662,2024-08-11,product_not_as_described,70.29,False
CB_000715,TXN_003120165,CUST_031482,2025-04-27,credit_not_processed,10.3,False
CB_000716,TXN_000839384,CUST_008375,2024-10-25,credit_not_processed,62.44,False
CB_000717,TXN_004295775,CUST_043370,2025-02-22,product_not_as_described,12.01,False
CB_000718,TXN_002304887,CUST_023105,2024-12-11,cancelled_recurring,13.49,False
CB_000719,TXN_001715280,CUST_017329,2024-10-10,cancelled_recurring,5.33,False
CB_000720,TXN_004739142,CUST_047850,2024-09-21,credit_not_processed,45.95,False
CB_000721,TXN_001426153,CUST_014373,2024-12-04,fraudulent_transaction,13.6,False
CB_000722,TXN_003955386,CUST_039940,2025-03-21,duplicate_charge,13.1,False
CB_000723,TXN_004889787,CUST_049403,2025-01-09,product_not_as_described,4.06,False
CB_000724,TXN_001937259,CUST_019445,2025-04-20,authorization_error,10.89,False
CB_000725,TXN_002603168,CUST_026174,2024-12-07,cancelled_recurring,28.97,False
CB_000726,TXN_000842389,CUST_008413,2025-06-04,product_not_received,141.79,False
CB_000727,TXN_000203259,CUST_002014,2024-12-17,fraudulent_transaction,73.65,False
CB_000728,TXN_003276204,CUST_033073,2025-04-08,cancelled_recurring,37.69,False
CB_000729,TXN_002006390,CUST_020111,2025-01-17,authorization_error,13.74,False
CB_000730,TXN_002707882,CUST_027228,2025-05-17,cancelled_recurring,26.88,False
CB_000731,TXN_002038786,CUST_020451,2025-02-27,product_not_as_described,9.67,False
CB_000732,TXN_004417994,CUST_044590,2025-03-10,credit_not_processed,47.02,False
CB_000733,TXN_003324371,CUST_033594,2024-10-24,authorization_error,9.32,False
CB_000734,TXN_003650464,CUST_036863,2025-05-22,duplicate_charge,18.67,False
CB_000735,TXN_004455852,CUST_044975,2024-10-03,product_not_as_described,71.84,False
CB_000736,TXN_002185171,CUST_021893,2025-02-14,product_not_received,74.33,False
CB_000737,TXN_001729142,CUST_017456,2025-02-23,product_not_received,34.65,False
CB_000738,TXN_001402617,CUST_014121,2025-04-11,fraudulent_transaction,178.1,False
CB_000739,TXN_001738150,CUST_017523,2025-02-14,cancelled_recurring,18.39,False
CB_000740,TXN_002885704,CUST_029013,2024-10-14,product_not_as_described,34.43,False
CB_000741,TXN_000956920,CUST_009553,2025-06-23,cancelled_recurring,76.43,False
CB_000742,TXN_001394184,CUST_014045,2025-04-29,fraudulent_transaction,36.47,False
CB_000743,TXN_004260193,CUST_042986,2025-04-05,fraudulent_transaction,88.76,False
CB_000744,TXN_004275359,CUST_043148,2025-02-19,cancelled_recurring,18.08,False
CB_000745,TXN_003232056,CUST_032625,2025-06-04,product_not_as_described,6.53,False
CB_000746,TXN_000821946,CUST_008211,2025-05-28,credit_not_processed,267.81,False
CB_000747,TXN_002555779,CUST_025709,2024-12-30,fraudulent_transaction,11.61,False
CB_000748,TXN_003779882,CUST_038137,2024-11-20,authorization_error,29.15,False
CB_000749,TXN_000996699,CUST_009989,2025-06-17,fraudulent_transaction,5.62,False
CB_000750,TXN_001495748,CUST_015115,2025-01-24,authorization_error,6.14,False
CB_000751,TXN_003335892,CUST_033698,2025-03-15,duplicate_charge,22.87,False
CB_000752,TXN_004507664,CUST_045530,2025-05-11,product_not_received,23.49,False
CB_000753,TXN_000225563,CUST_002244,2024-10-17,product_not_as_described,96.53,False
CB_000754,TXN_004376821,CUST_044194,2025-03-29,cancelled_recurring,78.59,False
CB_000755,TXN_001580312,CUST_015950,2024-12-25,product_not_received,6.48,False
CB_000756,TXN_002283887,CUST_022867,2025-03-02,credit_not_processed,27.31,False
CB_000757,TXN_000819600,CUST_008187,2024-12-23,cancelled_recurring,13.11,False
CB_000758,TXN_003436015,CUST_034687,2025-01-17,authorization_error,46.84,False
CB_000759,TXN_001583418,CUST_015982,2024-10-18,product_not_as_described,55.42,False
CB_000760,TXN_000730648,CUST_007317,2025-03-13,cancelled_recurring,8.67,False
CB_000761,TXN_001768606,CUST_017844,2025-06-27,credit_not_processed,19.08,False
CB_000762,TXN_004771007,CUST_048157,2025-04-09,credit_not_processed,22.88,False
CB_000763,TXN_004770819,CUST_048155,2025-02-17,fraudulent_transaction,22.82,False
CB_000764,TXN_001853260,CUST_018599,2025-02-04,duplicate_charge,203.08,False
CB_000765,TXN_003344505,CUST_033774,2025-01-12,fraudulent_transaction,51.85,False
CB_000766,TXN_002405871,CUST_024192,2025-05-31,fraudulent_transaction,40.19,False
CB_000767,TXN_000315626,CUST_003180,2025-06-02,product_not_as_described,179.61,False
CB_000768,TXN_000449551,CUST_004518,2025-04-09,duplicate_charge,10.05,False
CB_000769,TXN_001226903,CUST_012348,2025-01-03,fraudulent_transaction,9.4,False
CB_000770,TXN_002259553,CUST_022611,2024-12-10,product_not_as_described,100.76,False
CB_000771,TXN_004052761,CUST_040909,2025-01-01,credit_not_processed,270.83,False
CB_000772,TXN_002727292,CUST_027419,2025-03-02,product_not_received,116.58,False
CB_000773,TXN_003610456,CUST_036433,2024-08-28,product_not_received,87.63,False
CB_000774,TXN_004467165,CUST_045113,2025-03-14,cancelled_recurring,25.87,False
CB_000775,TXN_002832606,CUST_028467,2024-09-29,credit_not_processed,3.72,False
CB_000776,TXN_002247725,CUST_022506,2024-05-13,cancelled_recurring,9.51,False
CB_000777,TXN_003964170,CUST_040031,2025-03-29,product_not_as_described,14.1,False
CB_000778,TXN_002021015,CUST_020274,2025-04-29,cancelled_recurring,2.45,False
CB_000779,TXN_000302607,CUST_003033,2025-05-19,product_not_received,251.32,False
CB_000780,TXN_001518724,CUST_015335,2025-06-15,authorization_error,21.9,False
CB_000781,TXN_000377105,CUST_003796,2024-11-08,product_not_received,96.84,False
CB_000782,TXN_003889795,CUST_039275,2025-03-28,product_not_received,356.23,False
CB_000783,TXN_000077098,CUST_000779,2025-03-17,credit_not_processed,5.62,False
CB_000784,TXN_003935789,CUST_039735,2025-04-01,product_not_as_described,52.88,False
CB_000785,TXN_003951430,CUST_039904,2025-03-17,product_not_received,36.75,False
CB_000786,TXN_003576615,CUST_036094,2024-11-02,authorization_error,92.57,False
CB_000787,TXN_002587319,CUST_026025,2024-06-28,fraudulent_transaction,8.62,False
CB_000788,TXN_003565090,CUST_035992,2025-01-22,product_not_as_described,224.61,False
CB_000789,TXN_003163556,CUST_031930,2024-09-12,product_not_received,17.66,False
CB_000790,TXN_003460813,CUST_034932,2025-06-27,product_not_as_described,153.19,False
CB_000791,TXN_000723970,CUST_007257,2024-10-19,fraudulent_transaction,17.66,False
CB_000792,TXN_000528992,CUST_005326,2025-01-03,fraudulent_transaction,19.42,False
CB_000793,TXN_000877921,CUST_008759,2024-06-25,authorization_error,11.74,False
CB_000794,TXN_002058515,CUST_020674,2025-05-12,product_not_as_described,60.54,False
CB_000795,TXN_004346120,CUST_043895,2025-01-13,product_not_as_described,52.21,False
CB_000796,TXN_002857399,CUST_028739,2024-09-18,product_not_received,17.63,False
CB_000797,TXN_004873380,CUST_049210,2025-04-06,fraudulent_transaction,162.72,False
CB_000798,TXN_003728871,CUST_037635,2025-04-02,authorization_error,37.59,False
CB_000799,TXN_000402712,CUST_004056,2025-01-21,credit_not_processed,21.12,False
CB_000800,TXN_002477599,CUST_024904,2024-11-12,fraudulent_transaction,80.24,False
CB_000801,TXN_000421930,CUST_004247,2025-03-17,authorization_error,46.26,False
CB_000802,TXN_000810866,CUST_008087,2025-01-04,fraudulent_transaction,3.9,False
CB_000803,TXN_000679795,CUST_006820,2025-04-29,cancelled_recurring,23.97,False
CB_000804,TXN_001014606,CUST_010173,2025-06-12,authorization_error,12.04,False
CB_000805,TXN_004737423,CUST_047838,2025-01-31,credit_not_processed,17.27,False
CB_000806,TXN_000746991,CUST_007462,2025-05-18,authorization_error,16.39,False
CB_000807,TXN_003071999,CUST_030960,2025-02-14,fraudulent_transaction,68.99,False
CB_000808,TXN_003651671,CUST_036874,2025-01-10,product_not_received,6.86,False
CB_000809,TXN_004949150,CUST_049960,2024-12-04,credit_not_processed,52.33,False
CB_000810,TXN_000750984,CUST_007498,2024-08-23,product_not_as_described,4.38,False
CB_000811,TXN_004938007,CUST_049868,2024-11-11,credit_not_processed,8.12,False
CB_000812,TXN_002480029,CUST_024941,2024-10-01,product_not_received,23.83,False
CB_000813,TXN_001677890,CUST_016932,2025-02-18,credit_not_processed,17.12,False
CB_000814,TXN_001582185,CUST_015965,2024-11-20,duplicate_charge,286.81,False
CB_000815,TXN_001528851,CUST_015447,2025-06-29,authorization_error,71.6,False
CB_000816,TXN_002387727,CUST_023975,2025-04-16,product_not_as_described,39.14,False
CB_000817,TXN_000579606,CUST_005826,2024-10-31,product_not_received,8.53,False
CB_000818,TXN_000762633,CUST_007618,2025-05-09,duplicate_charge,23.84,False
CB_000819,TXN_003988132,CUST_040287,2024-12-28,credit_not_processed,255.14,False
CB_000820,TXN_004517846,CUST_045637,2024-09-04,fraudulent_transaction,10.51,False
CB_000821,TXN_002002459,CUST_020086,2025-05-31,cancelled_recurring,32.52,False
CB_000822,TXN_002364445,CUST_023716,2025-02-25,product_not_received,49.46,False
CB_000823,TXN_002556790,CUST_025721,2025-05-06,duplicate_charge,19.62,False
CB_000824,TXN_002252799,CUST_022544,2024-11-02,authorization_error,188.49,False
CB_000825,TXN_003691307,CUST_037252,2025-02-17,product_not_received,1.79,False
CB_000826,TXN_004144177,CUST_041842,2025-06-14,credit_not_processed,91.17,False
CB_000827,TXN_004550273,CUST_045957,2024-12-16,cancelled_recurring,72.68,False
CB_000828,TXN_003535071,CUST_035689,2025-05-21,cancelled_recurring,12.06,False
CB_000829,TXN_001612554,CUST_016278,2025-04-10,fraudulent_transaction,43.88,False
CB_000830,TXN_000343862,CUST_003453,2025-05-03,duplicate_charge,55.6,False
CB_000831,TXN_000298159,CUST_002973,2024-11-09,duplicate_charge,228.14,False
CB_000832,TXN_003107376,CUST_031351,2025-01-21,product_not_received,631.27,False
CB_000833,TXN_000744792,CUST_007444,2025-06-26,product_not_as_described,23.31,False
CB_000834,TXN_002284890,CUST_022878,2024-12-24,product_not_as_described,10.71,False
CB_000835,TXN_001444889,CUST_014585,2025-06-27,credit_not_processed,40.37,False
CB_000836,TXN_000062016,CUST_000627,2024-05-07,cancelled_recurring,25.89,False
CB_000837,TXN_002815626,CUST_028305,2025-06-27,product_not_received,17.92,False
CB_000838,TXN_003358004,CUST_033914,2024-12-30,product_not_received,649.25,False
CB_000839,TXN_001805745,CUST_018157,2024-09-25,fraudulent_transaction,13.68,False
CB_000840,TXN_004523817,CUST_045693,2024-10-14,duplicate_charge,55.78,False
CB_000841,TXN_004697120,CUST_047444,2025-03-30,product_not_as_described,278.66,False
CB_000842,TXN_003223430,CUST_032539,2025-05-26,product_not_received,114.14,False
CB_000843,TXN_002130765,CUST_021353,2025-03-07,fraudulent_transaction,29.76,False
CB_000844,TXN_002832620,CUST_028467,2024-09-12,product_not_as_described,98.68,False
CB_000845,TXN_001541035,CUST_015570,2025-06-06,authorization_error,31.96,False
CB_000846,TXN_001390136,CUST_013989,2025-04-25,product_not_as_described,92.46,False
CB_000847,TXN_004695521,CUST_047432,2025-03-18,product_not_received,49.35,False
CB_000848,TXN_003127513,CUST_031564,2024-07-26,fraudulent_transaction,107.21,False
CB_000849,TXN_003636723,CUST_036721,2025-02-15,fraudulent_transaction,55.81,False
CB_000850,TXN_002304277,CUST_023101,2025-03-12,credit_not_processed,55.3,False
CB_000851,TXN_000351189,CUST_003539,2025-06-05,duplicate_charge,17.17,False
CB_000852,TXN_001933899,CUST_019418,2024-12-11,authorization_error,37.23,False
CB_000853,TXN_000560608,CUST_005636,2025-02-14,product_not_as_described,15.04,False
CB_000854,TXN_000915691,CUST_009149,2025-01-05,duplicate_charge,21.27,False
CB_000855,TXN_000423691,CUST_004264,2025-04-16,fraudulent_transaction,273.31,False
CB_000856,TXN_003223915,CUST_032545,2024-09-30,cancelled_recurring,6.68,False
CB_000857,TXN_000767038,CUST_007656,2024-10-08,duplicate_charge,82.16,False
CB_000858,TXN_001621721,CUST_016367,2025-06-01,authorization_error,175.77,False
CB_000859,TXN_003071070,CUST_030947,2025-03-30,duplicate_charge,69.16,False
CB_000860,TXN_003510690,CUST_035452,2024-12-23,product_not_received,2.87,False
CB_000861,TXN_003924113,CUST_039630,2024-11-28,authorization_error,166.1,False
CB_000862,TXN_003999941,CUST_040395,2025-06-14,credit_not_processed,5.61,False
CB_000863,TXN_002844017,CUST_028588,2024-07-20,credit_not_processed,56.36,False
CB_000864,TXN_000388254,CUST_003911,2025-05-11,product_not_as_described,18.54,False
CB_000865,TXN_003862068,CUST_038986,2025-04-01,credit_not_processed,0.98,False
CB_000866,TXN_004569305,CUST_046125,2025-05-15,cancelled_recurring,3.48,False
CB_000867,TXN_002823008,CUST_028380,2024-07-04,duplicate_charge,10.06,False
CB_000868,TXN_002828196,CUST_028430,2025-01-12,product_not_received,11.11,False
CB_000869,TXN_003282794,CUST_033149,2024-11-20,credit_not_processed,22.93,False
CB_000870,TXN_001009574,CUST_010116,2024-12-10,fraudulent_transaction,20.02,False
CB_000871,TXN_000583100,CUST_005858,2024-09-09,authorization_error,48.84,False
CB_000872,TXN_003335344,CUST_033693,2025-05-07,authorization_error,7.36,False
CB_000873,TXN_001689082,CUST_017050,2025-02-21,product_not_as_described,25.57,False
CB_000874,TXN_003857740,CUST_038949,2025-03-08,product_not_received,0.87,False
CB_000875,TXN_000166079,CUST_001624,2024-09-26,authorization_error,43.17,False
CB_000876,TXN_000836062,CUST_008342,2025-05-07,duplicate_charge,26.91,False
CB_000877,TXN_004662159,CUST_047078,2025-01-10,fraudulent_transaction,18.07,False
CB_000878,TXN_001812615,CUST_018209,2025-06-06,product_not_as_described,15.58,False
CB_000879,TXN_004760705,CUST_048061,2024-11-29,fraudulent_transaction,4.32,False
CB_000880,TXN_004615117,CUST_046600,2025-06-28,product_not_received,46.53,False
CB_000881,TXN_000223871,CUST_002230,2025-01-14,duplicate_charge,9.48,False
CB_000882,TXN_000393277,CUST_003955,2024-12-28,duplicate_charge,4.37,False
CB_000883,TXN_004531260,CUST_045756,2025-06-03,authorization_error,37.63,False
CB_000884,TXN_003941319,CUST_039799,2024-12-29,authorization_error,108.1,False
CB_000885,TXN_003707710,CUST_037417,2024-12-05,duplicate_charge,3.08,False
CB_000886,TXN_004068413,CUST_041061,2024-12-18,credit_not_processed,9.81,False
CB_000887,TXN_003784150,CUST_038183,2025-01-16,product_not_as_described,65.95,False
CB_000888,TXN_002742717,CUST_027568,2025-03-18,authorization_error,31.62,False
CB_000889,TXN_004433719,CUST_044765,2025-05-26,product_not_received,280.59,False
CB_000890,TXN_003160933,CUST_031905,2025-04-11,product_not_received,121.97,False
CB_000891,TXN_003212278,CUST_032426,2025-04-08,product_not_as_described,199.57,False
CB_000892,TXN_004406553,CUST_044484,2025-01-12,duplicate_charge,52.18,False
CB_000893,TXN_003816233,CUST_038532,2025-02-27,product_not_as_described,284.54,False
CB_000894,TXN_002187134,CUST_021910,2025-04-08,authorization_error,10.79,False
CB_000895,TXN_004641474,CUST_046869,2024-08-06,product_not_as_described,16.95,False
CB_000896,TXN_001744138,CUST_017578,2024-09-15,duplicate_charge,17.72,False
CB_000897,TXN_002098033,CUST_021039,2024-08-23,product_not_received,54.12,False
CB_000898,TXN_000596787,CUST_005994,2025-06-18,product_not_as_described,11.23,False
CB_000899,TXN_004797767,CUST_048421,2024-09-26,cancelled_recurring,16.63,False
CB_000900,TXN_001697000,CUST_017133,2025-01-21,product_not_as_described,2.22,False
CB_000901,TXN_000304546,CUST_003055,2024-08-01,product_not_received,8.74,False
CB_000902,TXN_001372102,CUST_013794,2025-01-02,fraudulent_transaction,90.27,False
CB_000903,TXN_000483928,CUST_004834,2024-08-29,product_not_received,207.91,False
CB_000904,TXN_003595462,CUST_036288,2024-11-04,authorization_error,7.77,False
